-0.399	-0.45524715032561325
-0.398	-0.4574223203845882
-0.397	-0.4595992104149254
-0.396	-0.4617778187086876
-0.395	-0.4639581435451219
-0.394	-0.46614018319073214
-0.393	-0.4683239358993561
-0.392	-0.47050939991222124
-0.391	-0.4726965734580221
-0.39	-0.4748854547529982
-0.389	-0.47707604200097586
-0.388	-0.4792683333934793
-0.387	-0.4814623271097609
-0.386	-0.4836580213169055
-0.385	-0.48585541416988154
-0.384	-0.48805450381162596
-0.383	-0.4902552883731009
-0.382	-0.492457765973382
-0.381	-0.4946619347197294
-0.38	-0.49686779270764947
-0.379	-0.4990753380209761
-0.378	-0.5012845687319603
-0.377	-0.5034954829013049
-0.376	-0.5057080785782833
-0.375	-0.5079223538007893
-0.374	-0.5101383065954159
-0.373	-0.5123559349775353
-0.372	-0.5145752369513719
-0.371	-0.5167962105100763
-0.37	-0.5190188536358071
-0.369	-0.5212431642998085
-0.368	-0.5234691404624725
-0.367	-0.5256967800734371
-0.366	-0.5279260810716537
-0.365	-0.5301570413854537
-0.364	-0.5323896589326536
-0.363	-0.5346239316205985
-0.362	-0.5368598573462766
-0.361	-0.5390974339963588
-0.36	-0.5413366594473199
-0.359	-0.5435775315654832
-0.358	-0.5458200482071134
-0.357	-0.5480642072184942
-0.356	-0.5503100064360062
-0.355	-0.5525574436862154
-0.354	-0.5548065167859344
-0.353	-0.5570572235423226
-0.352	-0.5593095617529513
-0.35100000000000003	-0.5615635292058943
-0.35000000000000003	-0.5638191236797945
-0.34900000000000003	-0.5660763429439601
-0.34800000000000003	-0.5683351847584313
-0.34700000000000003	-0.5705956468740794
-0.34600000000000003	-0.5728577270326645
-0.34500000000000003	-0.5751214229669241
-0.34400000000000003	-0.5773867324006705
-0.343	-0.5796536530488505
-0.342	-0.5819221826176273
-0.341	-0.5841923188044806
-0.34	-0.5864640592982657
-0.339	-0.5887374017793132
-0.338	-0.5910123439194932
-0.337	-0.5932888833823144
-0.336	-0.5955670178229855
-0.335	-0.5978467448885094
-0.334	-0.6001280622177714
-0.333	-0.6024109674415994
-0.332	-0.6046954581828614
-0.331	-0.6069815320565531
-0.33	-0.6092691866698471
-0.329	-0.6115584196222164
-0.328	-0.6138492285054848
-0.327	-0.6161416109039302
-0.326	-0.6184355643943371
-0.325	-0.6207310865461151
-0.324	-0.6230281749213447
-0.323	-0.625326827074888
-0.322	-0.6276270405544477
-0.321	-0.6299288129006655
-0.32	-0.6322321416471841
-0.319	-0.6345370243207484
-0.318	-0.6368434584412769
-0.317	-0.6391514415219413
-0.316	-0.6414609710692439
-0.315	-0.6437720445831128
-0.314	-0.6460846595569723
-0.313	-0.648398813477816
-0.312	-0.650714503826302
-0.311	-0.6530317280768343
-0.31	-0.6553504836976236
-0.309	-0.6576707681507856
-0.308	-0.6599925788924159
-0.307	-0.6623159133726755
-0.306	-0.6646407690358498
-0.305	-0.6669671433204587
-0.304	-0.6692950336593066
-0.303	-0.6716244374795884
-0.302	-0.6739553522029478
-0.301	-0.67628777524557
-0.3	-0.6786217040182532
